 300.000	0.810078  
 305.825	0.814127  
 310.995	0.818131  
 316.396	0.822058  
 322.222	0.825922  
 328.456	0.829670  
 335.086	0.833246  
 342.363	0.836703  
 350.633	0.840155  
 359.959	0.843649  
 369.965	0.847095  
 380.005	0.850326  
 389.478	0.853187  
 398.036	0.855602  
 405.617	0.857577  
 412.357	0.859178  
 418.468	0.860489  
 424.155	0.861590  
 429.585	0.862540  
 434.880	0.863384  
 440.141	0.864147  
 445.468	0.864846  
 450.980	0.865491  
 456.823	0.866093  
 463.161	0.866661  
 470.149	0.867203  
 477.895	0.867726  
 486.422	0.868234  
 495.636	0.868726  
 505.336	0.869194  
 515.238	0.869627  
 525.035	0.870010  
 534.453	0.870331  
 543.291	0.870581  
 551.451	0.870756  
 558.925	0.870857  
 565.778	0.870889  
 572.117	0.870860  
 578.060	0.870775  
 583.718	0.870643  
 589.181	0.870467  
 594.518	0.870252  
 599.778	0.870001  
 604.993	0.869716  
 610.185	0.869398  
 615.365	0.869048  
 620.542	0.868668  
 625.720	0.868258  
 630.898	0.867819  
 636.077	0.867351  
 641.253	0.866855  
 646.427	0.866331  
 651.596	0.865781  
 656.762	0.865203  
 661.923	0.864599  
 667.081	0.863968  
 672.237	0.863307  
 677.389	0.862617  
 682.538	0.861895  
 687.684	0.861141  
 692.826	0.860354  
 697.965	0.859532  
 703.100	0.858677  
 708.234	0.857790  
 713.365	0.856872  
 718.493	0.855925  
 723.617	0.854950  
 728.736	0.853949  
 733.849	0.852923  
 738.956	0.851875  
 744.055	0.850808  
 749.149	0.849729  
 754.237	0.848649  
 759.322	0.847581  
 764.405	0.846540  
 769.488	0.845543  
 774.576	0.844608  
 779.673	0.843753  
 784.785	0.842994  
 789.915	0.842351  
 795.067	0.841845  
 800.242	0.841501  
 805.433	0.841345  
 810.635	0.841405  
 815.836	0.841705  
 821.027	0.842263  
 826.197	0.843090  
 831.342	0.844187  
 836.461	0.845545  
 841.556	0.847145  
 846.638	0.848960  
 851.726	0.850959  
 856.861	0.853118  
 862.122	0.855425  
 867.673	0.857883  
 873.803	0.860462  
 880.895	0.863016  
 888.965	0.865140  
 896.451	0.866203  
 900.000	0.866279  
